IoU,Accuracy
0.8380262438490979,97.73979187011719
0.9552460984393758,99.2889404296875
0.99196867784359,99.786376953125
0.9906832745338038,99.75318908691406
0.9919021289564195,99.78713989257812
0.9913123332798858,99.77264404296875
0.9907599637416299,99.7589111328125
0.9909673446046013,99.7650146484375
0.9909570792101046,99.76539611816406
0.9912717283750055,99.77455139160156
0.9904392037116642,99.75395202636719
0.9909993007721261,99.76921081542969
0.9559802597886308,99.27864074707031
0.9914629588098975,99.78218078613281
0.9899159412037939,99.74327087402344
0.9917611796424322,99.79133605957031
0.9925511256751016,99.81269836425781
0.9921653074315037,99.80430603027344
0.9897727968644743,99.74517822265625
0.9908046683991204,99.77188110351562
0.9927239442737907,99.82109069824219
0.9920145020393493,99.80506896972656
0.9922812765823383,99.81307983398438
0.9654942221812992,99.42817687988281
0.9914571908580848,99.79438781738281
0.9909109753958509,99.78256225585938
0.9804445006081476,99.52774047851562
0.9840017635851166,99.6124267578125
0.9542467098490728,98.89793395996094
0.9881171176880664,99.71389770507812
0.9890998201868147,99.73869323730469
0.9894703305455994,99.74784851074219
0.9870329809859378,99.68833923339844
0.9920671880269137,99.81155395507812
0.96318473657848,99.38316345214844
0.99109012986176,99.78904724121094
0.9869579132661226,99.68910217285156
0.9798211924699364,99.51095581054688
0.988902880528884,99.73106384277344
0.9861694129440511,99.66316223144531
0.9915176451970249,99.7955322265625
0.9904305460777935,99.76997375488281
0.9898359458128861,99.755859375
0.994789644012945,99.87716674804688
0.9907258522957982,99.78218078613281
0.958413150977859,99.28779602050781
0.9827945944210831,99.591064453125
0.9777571241788882,99.46136474609375
0.9936359308046342,99.84703063964844
0.9908124175422423,99.77951049804688
0.9844375137825663,99.62310791015625
0.9848035234584869,99.62882995605469
0.9889959163315565,99.73068237304688
0.990998018628017,99.77989196777344
0.992295526080897,99.81231689453125
0.9899896606823949,99.75624084472656
0.9613638855388663,99.32785034179688
0.9928048472607928,99.8260498046875
0.9922341221216123,99.8138427734375
0.9928853754940712,99.83177185058594
0.9932409154294152,99.84283447265625
0.9934155413329759,99.85008239746094
0.9932608806919967,99.84931945800781
0.9917800159208112,99.81880187988281
0.9895036005091277,99.77035522460938
0.9885606007439118,99.75128173828125
0.9852654502028415,99.67994689941406
0.969136606328949,99.45755004882812
0.9748553010085607,99.44648742675781
0.9843143372157516,99.65476989746094
0.9841906111235896,99.65095520019531
0.9820149419588668,99.59869384765625
0.9856810817230205,99.67803955078125
0.9865308470675827,99.69635009765625
0.9829022651989159,99.61013793945312
0.9848288897731795,99.65095520019531
0.9859147976897635,99.6734619140625
0.981966787752984,99.5758056640625
0.9682806473161376,99.4384765625
0.9798836876728001,99.51705932617188
0.9841735881050698,99.615478515625
0.9849551757297516,99.62997436523438
0.9849334804733002,99.62501525878906
0.9865807510524156,99.66316223144531
0.9878371632149827,99.69329833984375
0.9861778124624805,99.64866638183594
0.9855922364778377,99.6307373046875
0.989103810697267,99.72000122070312
0.9898199599911092,99.73793029785156
0.972108534182204,99.5086669921875
0.9869724581573021,99.66239929199219
0.9862865655075723,99.64179992675781
0.987797082921727,99.6795654296875
0.9868117280387856,99.65133666992188
0.9851716142329603,99.60479736328125
0.9592811451191876,98.91700744628906
0.9906950736938693,99.75242614746094
0.9888650657518582,99.70283508300781
0.9896338333428392,99.72267150878906
0.9875542814974597,99.66545104980469
0.9574323607427055,99.23477172851562
0.9894689098975239,99.71656799316406
0.9933679436346521,99.82261657714844
0.9931188714949252,99.81689453125
0.9907625222330598,99.75433349609375
0.9906336642197354,99.75128173828125
0.9911728706170351,99.76615905761719
0.9912939446790723,99.76959228515625
0.9938976435291719,99.84016418457031
0.9918035186323585,99.786376953125
0.9898384384823452,99.73487854003906
0.9429872495446266,99.16419982910156
0.9451431575541895,98.96507263183594
0.9869593060487861,99.658203125
