IoU,Accuracy
0.9758782713216413,99.66316223144531
0.9802137111297875,99.6856689453125
0.9872504589261129,99.66087341308594
0.9901253760561961,99.73831176757812
0.9864639401105517,99.64408874511719
0.9864099165367864,99.64408874511719
0.9899195021110608,99.73678588867188
0.9899191185089673,99.737548828125
0.9859800723040296,99.63607788085938
0.9894651420140169,99.72763061523438
0.9864600616259778,99.65133666992188
0.9855938628963917,99.63035583496094
0.9750424883011664,99.591064453125
0.9896626930775896,99.73602294921875
0.9898769055677019,99.74212646484375
0.9899181413265921,99.74441528320312
0.9905382865807429,99.761962890625
0.9900770933516525,99.75204467773438
0.9864221531679092,99.66163635253906
0.9902705195204426,99.75852966308594
0.9907042428380769,99.77149963378906
0.9903278227444607,99.76387023925781
0.9901563951931709,99.76158142089844
0.9804038961936122,99.67536926269531
0.9906980429442992,99.77607727050781
0.9889924063556889,99.73678588867188
0.9904274476352952,99.76882934570312
0.990355217953163,99.76654052734375
0.9903163024731404,99.76654052734375
0.9875941937019116,99.70169067382812
0.9903193962360284,99.76806640625
0.9891354563267647,99.73983764648438
0.9864517561950693,99.67422485351562
0.9870607310847473,99.69253540039062
0.9745787829734844,99.57466125488281
0.989872480195788,99.76005554199219
0.9905340582027502,99.774169921875
0.9795359811246559,99.50370788574219
0.9904234742817606,99.76768493652344
0.9812750501002004,99.54376220703125
0.9896110056925996,99.74937438964844
0.9880567186905215,99.71275329589844
0.9891121480493921,99.73831176757812
0.9869736884688824,99.69291687011719
0.9899522773755803,99.76387023925781
0.9800914056403969,99.65934753417969
0.9890962734911166,99.7406005859375
0.9859713759387841,99.66011047363281
0.9905298223350254,99.77226257324219
0.9905636398297007,99.77340698242188
0.9906337562572805,99.77302551269531
0.9899297423887587,99.75395202636719
0.9904665472388815,99.76654052734375
0.9883813415261771,99.71580505371094
0.9890278451689649,99.73258972167969
0.9862333594361785,99.66468811035156
0.9771530155385831,99.60289001464844
0.9901895839247973,99.76272583007812
0.9847481372986053,99.63455200195312
0.9843356372327369,99.62997436523438
0.9901931795781589,99.77226257324219
0.9895158855302446,99.76158142089844
0.9894174475566252,99.76348876953125
0.9887591797145628,99.75242614746094
0.9879047037263287,99.73564147949219
0.9893164645932173,99.76806640625
0.989275290973663,99.76730346679688
0.9812098593994099,99.66964721679688
0.9751938522386248,99.45449829101562
0.9895155270877815,99.76959228515625
0.989523546089482,99.76882934570312
0.9898518784275537,99.77340698242188
0.9850462853073819,99.66354370117188
0.9894820501547255,99.76272583007812
0.989465411434209,99.75967407226562
0.9900248550124275,99.77035522460938
0.9893935407485365,99.75395202636719
0.9898557770215525,99.76119995117188
0.9804132819065268,99.65324401855469
0.9895836641366826,99.749755859375
0.9902259177910261,99.76234436035156
0.9863255813953489,99.66354370117188
0.9903358706140015,99.75929260253906
0.9904777814901436,99.76081848144531
0.9898148847752172,99.74288940429688
0.9898470305938812,99.74174499511719
0.9897534279170757,99.73716735839844
0.9898873072360617,99.73983764648438
0.9883466105961441,99.69978332519531
0.9758123996702677,99.57466125488281
0.9903361035522542,99.74937438964844
0.989974900770488,99.73793029785156
0.9902742092351464,99.74441528320312
0.9900073538954016,99.73564147949219
0.9899147402151522,99.73106384277344
0.9904543500071664,99.74594116210938
0.990056451843998,99.73526000976562
0.98820303350567,99.68490600585938
0.9905406367974927,99.7467041015625
0.986852555738356,99.64637756347656
0.980809238738165,99.6551513671875
0.9880335344266009,99.67765808105469
0.9896707461283107,99.72343444824219
0.9903574754638584,99.74327087402344
0.9886021505376344,99.69673156738281
0.9898625848972618,99.73068237304688
0.9881882400333779,99.68681335449219
0.9897737256765905,99.72915649414062
0.9901741003843019,99.74250793457031
0.9892185259954943,99.71885681152344
0.9900337566307668,99.73983764648438
0.9722438999011498,99.59297180175781
0.982198423924025,99.66392517089844
0.9858784176847004,99.62959289550781
0.989078078561703,99.71542358398438
0.9888173997156717,99.70893859863281
0.9868946616519432,99.65705871582031
0.9903263758769445,99.74594116210938
0.9882500254801182,99.69215393066406
0.9881826892366656,99.68948364257812
0.9899581468348544,99.73640441894531
0.989472308541225,99.72343444824219
0.9868292542801332,99.65019226074219
0.9824324592572007,99.66239929199219
0.9899089377979504,99.73030090332031
0.9901244235621682,99.74021911621094
0.9899169284057886,99.73793029785156
0.9892152941350755,99.7222900390625
0.9844436632097029,99.59487915039062
0.9831505863426612,99.54452514648438
0.9886262513904338,99.68795776367188
0.9901344919194155,99.72801208496094
0.9901875423248615,99.72915649414062
0.9893479575567651,99.70436096191406
0.9754099966690832,99.52125549316406
0.9905823904349844,99.73678588867188
0.9903313977997471,99.72877502441406
0.9904334138464461,99.73106384277344
0.9883356498514703,99.6734619140625
0.9907744565217391,99.74098205566406
0.9883856138453218,99.67231750488281
0.9875736128369982,99.6490478515625
0.989780705321081,99.71237182617188
0.9902608458761833,99.72724914550781
0.987528685389575,99.65171813964844
0.9836005195107295,99.67727661132812
0.9902832024605,99.72763061523438
0.9852554483252337,99.59144592285156
0.9799637716229483,99.44725036621094
0.9883679843964214,99.68605041503906
0.9896350965920786,99.73106384277344
0.9894113797923917,99.7283935546875
0.9894544346235904,99.73602294921875
0.9898043366592469,99.75013732910156
0.9828673766958286,99.58763122558594
0.9885292520049845,99.72610473632812
0.9737359713062594,99.48043823242188
0.9883542217926576,99.71961975097656
0.9889839083461175,99.74250793457031
0.9888392117900314,99.74288940429688
0.9887099790862565,99.7467041015625
0.9826248836487744,99.615478515625
0.9870054767493281,99.70855712890625
0.9793092050900678,99.52239990234375
0.9724296381390006,99.45068359375
0.9725870713155537,99.45144653320312
0.9833286239050579,99.66239929199219
0.9757900813825726,99.50408935546875
0.980666437152331,99.59297180175781
0.9653013502300671,99.47357177734375
0.9828405267873747,99.61280822753906
0.968215650774492,99.2767333984375
0.9828415781833603,99.59869384765625
0.9560602242660955,98.93569946289062
0.9583128608279081,98.96430969238281
0.9836225747917927,99.59716796875
0.9845498928316265,99.60403442382812
0.9574680653678727,98.86322021484375
0.9857399740726801,99.60975646972656
0.9870592987783644,99.64561462402344
0.9692878922002557,99.52354431152344
0.9871513501500166,99.64714050292969
0.9679062182537561,99.08409118652344
0.9899063105324882,99.70779418945312
0.9896447782137567,99.69596862792969
0.9896944682397528,99.69711303710938
0.9899864156801863,99.70474243164062
0.9894497016142604,99.68910217285156
0.9899106632732562,99.70359802246094
0.990134927055876,99.71160888671875
0.9832811138990366,99.50942993164062
0.9698525636323626,99.52964782714844
0.9899083285587791,99.70436096191406
0.9898305084745763,99.70359802246094
0.9895485171627142,99.69940185546875
0.9895651937309534,99.70741271972656
0.9894126578783905,99.70741271972656
0.989502478581446,99.71160888671875
0.9849713436637657,99.59487915039062
0.9894481102916864,99.72000122070312
0.9894308000115986,99.72190856933594
0.9892426476967121,99.7161865234375
0.9717052100269359,99.55520629882812
0.98928064432019,99.71771240234375
0.9891717016530512,99.72038269042969
0.9895984337871565,99.7344970703125
0.9880895091434071,99.6978759765625
0.9816107101141094,99.53155517578125
0.9895563302642949,99.73258972167969
0.9822846943328871,99.54566955566406
0.9790512311475895,99.46060180664062
0.9885581162176907,99.7039794921875
0.9865715048817402,99.65476989746094
0.9733385324007506,99.58267211914062
0.9756701332942728,99.36637878417969
0.9892894461859979,99.71847534179688
0.9792878585484265,99.44992065429688
0.9891769088574371,99.70741271972656
0.9896594857539959,99.7161865234375
0.98809724564362,99.67689514160156
0.989311197258273,99.70970153808594
0.9875193689252008,99.66201782226562
0.9840447197292097,99.566650390625
0.9860888401271556,99.62272644042969
0.9723179957832072,99.57427978515625
0.9853063059266439,99.60098266601562
0.9897696410227544,99.72267150878906
0.9886247298373336,99.69482421875
0.9891276321443919,99.71046447753906
0.9894639073520448,99.72305297851562
0.9830569367401489,99.55024719238281
0.9804733396743691,99.46746826171875
0.9898961975977554,99.72114562988281
0.985556136920662,99.59983825683594
